;id;contactid;opportunityid;role;contact_id;contact_accountid;contact_fullname;contact_job_title;opportunity_id;opportunity_accountid;opportunity_type;opportunity_ownerid;opportunity_deal_license_activation_start_date__c;opportunity_deal_license_activation_end_date__c;opportunity_closedate;opportunity_createddate;opportunity_opportunity_stage_status__c;opportunity_leadsource_category__c;opportunity_deal_total_non_recurring__c;opportunity_deal_total_recurring__c;opportunity_currencyisocode;opportunity_LeadSource;opportunity_Deal_use_case__c;opportunity_name
770;00K090000019MMnEAM;00309000003rmcVAAQ;00609000002IugAAAS;Champion;00309000003rmcVAAQ;00109000005ftxVAAQ;Amanda Tate;Teacher, early years/pre;00609000002IugAAAS;00109000005ftxVAAQ;New Business;00509000000V8fdAAC; ; ;2020-07-16;2020-04-06;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Polarized scalable process improvement
771;00K090000019MMoEAM;00309000003rbJGAAY;00609000002IuqoAAC;Champion;00309000003rbJGAAY;00109000005fwDKAAY;Catherine Zuniga;Medical laboratory scientific officer;00609000002IuqoAAC;00109000005fwDKAAY;New Business;00509000000V8eBAAS; ; ;2020-07-06;2020-04-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Reactive full-range application
772;00K090000019MMpEAM;00309000003rbEQAAY;00609000002IuQTAA0;Champion;00309000003rbEQAAY;00109000005fyCpAAI;Debbie Vasquez;Broadcast journalist;00609000002IuQTAA0;00109000005fsfYAAQ;New Business;00509000000V8eQAAS; ; ;2020-05-26;2020-05-05;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Customer-focused full-range model
773;00K090000019MMqEAM;00309000003rhC2AAI;00609000002IuAnAAK;Champion;00309000003rhC2AAI; ;Matthew Perez;Education officer, community;;;;;;;;;;;;;;;;
774;00K090000019MMrEAM;00309000003rjcBAAQ;00609000002IuqtAAC;Champion;00309000003rjcBAAQ;00109000005fwEQAAY;Dana Carter;Animal nutritionist;00609000002IuqtAAC;00109000005fwEQAAY;New Business;00509000000V8gHAAS; ; ;2020-09-21;2020-04-23;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Polarized global moratorium
775;00K090000019MMsEAM;00309000003rbLfAAI;00609000002IvC9AAK;Champion;00309000003rbLfAAI;00109000005fshdAAA;Sherry Baker;Tour manager;00609000002IvC9AAK;00109000005fshdAAA;Upsell;00509000000V8dTAAS; ; ;2020-07-17;2020-05-12;Lost;Marketing;35273.74;0.0;EUR;Marketing before 2021; ;Virtual asynchronous Local Area Network
776;00K090000019MMtEAM;00309000003rbLuAAI;00609000002IuqvAAC;Champion;00309000003rbLuAAI;00109000005fwF2AAI;Phillip Griffin;Mining engineer;00609000002IuqvAAC;00109000005fwF2AAI;Upsell;00509000000V8f4AAC;2021-01-01;2021-12-31;2020-12-15;2020-11-26;Won;Marketing;0.0;22759.64;EUR;Marketing before 2021; ;Customer-focused system-worthy support
777;00K090000019MMuEAM;00309000003rbG8AAI;00609000002IvUYAA0;Champion;00309000003rbG8AAI;00109000005fwqYAAQ;Maria Griffin;Therapist, speech and language;00609000002IvUYAA0;00109000005fwqYAAQ;New Business;00509000000V8eCAAS; ; ;2020-09-04;2020-03-26;Lost;Marketing;0.0;0.0;USD;Marketing before 2021; ;Pre-emptive global help-desk
778;00K090000019MMvEAM;00309000003rrEEAAY;00609000002IvUZAA0;Champion;00309000003rrEEAAY;00109000005fwqxAAA;Ronald Rhodes;Retail buyer;00609000002IvUZAA0;00109000005fwqxAAA;New Business;00509000000V8dwAAC; ; ;2020-05-05;2020-04-02;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Re-engineered grid-enabled parallelism
779;00K090000019MMwEAM;00309000003ro5gAAA;00609000002IvRkAAK;Champion;00309000003ro5gAAA;00109000005funjAAA;Joe Ward;Educational psychologist;00609000002IvRkAAK;00109000005funjAAA;New Business;00509000000V8eLAAS; ; ;2020-09-25;2020-03-30;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Universal intangible support
780;00K090000019MMxEAM;00309000003rrEMAAY;00609000002IvUaAAK;Champion;00309000003rrEMAAY;00109000005fwr5AAA;Brian Carter;Clinical embryologist;00609000002IvUaAAK;00109000005fwr5AAA;New Business;00509000000V8dTAAS; ; ;2020-07-15;2020-03-23;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Operative demand-driven pricing structure
781;00K090000019MMyEAM;00309000003rmQKAAY;00609000002IuIkAAK;Champion;00309000003rmQKAAY;00109000005fsCAAAY;Lisa Briggs;Commissioning editor;00609000002IuIkAAK;00109000005fsCAAAY;New Business;00509000000V8f4AAC; ; ;2020-11-22;2020-06-10;Lost;Marketing;0.0;0.0;USD; ; ;Total contextually-based benchmark
782;00K090000019MMzEAM;00309000003rkqBAAQ;00609000002IvR3AAK;Champion;00309000003rkqBAAQ;00109000005fugwAAA;Hector Williams;Therapeutic radiographer;00609000002IvR3AAK;00109000005fugwAAA;New Business;00509000000V8f4AAC; ; ;2020-11-22;2020-07-30;Lost;Marketing;0.0;0.0;EUR; ; ;Persevering methodical monitoring
783;00K090000019MN0EAM;00309000003rrETAAY;00609000002IvUbAAK;Champion;00309000003rrETAAY;00109000005fwrDAAQ;Martin Kirk;Animal technologist;00609000002IvUbAAK;00109000005fwrDAAQ;New Business;00509000000V8eMAAS; ; ;2020-09-17;2020-07-29;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Up-sized methodical product
784;00K090000019MN1EAM;00309000003rrTnAAI;00609000002IuXFAA0;Champion;00309000003rrTnAAI;00109000005fsyqAAA;Gary Bryan;Scientist, research (physical sciences);00609000002IuXFAA0;00109000005fsyqAAA;New Business;00509000000V8dwAAC; ; ;2020-05-26;2020-04-01;Lost;Marketing;79484.23000000001;0.0;EUR;Marketing before 2021; ;Enhanced mission-critical system engine
785;00K090000019MN2EAM;00309000003rjluAAA;00609000002IvV4AAK;Champion;00309000003rjluAAA;00109000005fx2fAAA;April Mcfarland;Advertising account planner;00609000002IvV4AAK;00109000005fx2fAAA;New Business;00509000000V8euAAC; ; ;2021-06-30;2020-10-23;Open;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Upgradable bottom-line adapter
786;00K090000019MN3EAM;00309000003rhCIAAY;00609000002IuAqAAK;Champion;00309000003rhCIAAY; ;Danny Allison;Financial adviser;;;;;;;;;;;;;;;;
787;00K090000019MN4EAM;00309000003rbQfAAI;00609000002IvUcAAK;Champion;00309000003rbQfAAI;00109000005fwsKAAQ;Kelly Scott;Solicitor;00609000002IvUcAAK;00109000005fwsKAAQ;New Business;00509000000V8eQAAS; ; ;2020-06-08;2020-03-26;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Networked asynchronous knowledge user
788;00K090000019MN5EAM;00309000003rbQjAAI;00609000002IuqNAAS;Champion;00309000003rbQjAAI;00109000005fw2jAAA;Katie Martin;Armed forces logistics/support/administrative officer;00609000002IuqNAAS;00109000005fw2jAAA;New Business;00509000000V8euAAC; ; ;2021-02-09;2020-09-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Persevering exuding open system
789;00K090000019MN7EAM;00309000003rjHPAAY;00609000002IvC7AAK;Champion;00309000003rjHPAAY;00109000005fshdAAA;Rebecca Marshall;Photographer;00609000002IvC7AAK;00109000005fshdAAA;New Business;00509000000V8dTAAS; ; ;2020-07-15;2020-03-27;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Expanded dedicated instruction set
790;00K090000019MN8EAM;00309000003rlw1AAA;00609000002IvREAA0;Champion;00309000003rlw1AAA;00109000005fuiFAAQ;Samantha Watson;Clinical scientist, histocompatibility and immunogenetics;00609000002IvREAA0;00109000005fuiFAAQ;New Business;00509000000V8d8AAC; ; ;2020-10-09;2020-04-17;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Operative incremental forecast
791;00K090000019MN9EAM;00309000003rsBhAAI;00609000002IvUdAAK;Champion;00309000003rsBhAAI;00109000005fwsqAAA;Nicholas Miller;Geneticist, molecular;00609000002IvUdAAK;00109000005fwsqAAA;New Business;00509000000V8euAAC; ; ;2020-05-19;2020-04-28;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Managed background capability
792;00K090000019MNAEA2;00309000003rsBkAAI;00609000002IvUeAAK;Champion;00309000003rsBkAAI;00109000005fwsuAAA;Robert Li;Building control surveyor;00609000002IvUeAAK;00109000005fwsuAAA;New Business;00509000000V8f4AAC; ; ;2020-07-07;2020-03-30;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Up-sized bi-directional contingency
793;00K090000019MNBEA2;00309000003rpbbAAA;00609000002Iv8IAAS;Champion;00309000003rpbbAAA;00109000005fsIdAAI;Mark Davila;Charity fundraiser;00609000002Iv8IAAS;00109000005fsIdAAI;New Business;00509000000V8fdAAC; ; ;2020-04-30;2020-04-28;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Re-engineered multi-state service-desk
794;00K090000019MNCEA2;00309000003rr8bAAA;00609000002IuslAAC;Champion;00309000003rr8bAAA;00109000005fxcfAAA;Miss Kimberly Short;Professor Emeritus;00609000002IuslAAC;00109000005fxcfAAA;New Business;00509000000V8dTAAS; ; ;2020-09-15;2020-03-23;Lost;Marketing;30034.4;0.0;EUR;Marketing before 2021; ;De-engineered system-worthy budgetary management
795;00K090000019MNDEA2;00309000003rsC8AAI;00609000002IvUfAAK;Champion;00309000003rsC8AAI;00109000005fwtHAAQ;Brandy Black;Clinical molecular geneticist;00609000002IvUfAAK;00109000005fwtHAAQ;New Business;00509000000V8e1AAC; ; ;2020-12-01;2020-04-29;Won;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Re-engineered solution-oriented approach
796;00K090000019MNEEA2;00309000003rshjAAA;00609000002Iut3AAC;Champion;00309000003rshjAAA;00109000005fxibAAA;Mandy Jones;Nurse, mental health;00609000002Iut3AAC;00109000005fxibAAA;New Business;00509000000V8e1AAC; ; ;2020-08-13;2020-05-15;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Reverse-engineered background analyzer
797;00K090000019MNGEA2;00309000003rbRjAAI;00609000002IvHVAA0;Champion;00309000003rbRjAAI;00109000005frv6AAA;Taylor Love;Legal secretary;00609000002IvHVAA0;00109000005ft47AAA;New Business;00509000000V8fdAAC; ; ;2020-05-13;2020-04-01;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Vision-oriented local matrices
798;00K090000019MNHEA2;00309000003rbRmAAI;00609000002IvPUAA0;Champion;00309000003rbRmAAI;00109000005fwMxAAI;Rebecca Porter;Tourist information centre manager;00609000002IvPUAA0;00109000005fu9VAAQ;New Business;00509000000V8dTAAS; ; ;2020-05-27;2020-04-01;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Vision-oriented attitude-oriented service-desk
799;00K090000019MNIEA2;00309000003rbRrAAI;00609000002IvUgAAK;Champion;00309000003rbRrAAI;00109000005fwtUAAQ;Stacy Poole;Company secretary;00609000002IvUgAAK;00109000005fwtUAAQ;New Business;00509000000V8dwAAC; ; ;2020-06-15;2020-04-17;Lost;Marketing;28702.510000000002;0.0;EUR;Marketing before 2021; ;Expanded responsive paradigm
800;00K090000019MNJEA2;00309000003rbK0AAI;00609000002IvAmAAK;Champion;00309000003rbK0AAI;00109000005fsahAAA;Jeremy Kim;Radio producer;00609000002IvAmAAK;00109000005fsahAAA;New Business;00509000000V8fdAAC; ; ;2020-07-20;2020-04-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Configurable stable website
801;00K090000019MNKEA2;00309000003rbPiAAI;00609000002IusdAAC;Champion;00309000003rbPiAAI;00109000005fxWhAAI;Gregory Wright;Insurance account manager;00609000002IusdAAC;00109000005fxWhAAI;Renew;00509000000WaKkAAK;2021-04-30;2022-04-29;2020-04-30;2020-10-07;Open;Marketing;0.0;9120.78;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Optional mission-critical contingency
802;00K090000019MNLEA2;00309000003rbNKAAY;00609000002IusYAAS;Champion;00309000003rbNKAAY;00109000005fxWYAAY;Dalton Ramirez;Music tutor;00609000002IusYAAS;00109000005fxWYAAY;New Business;00509000000V8eMAAS; ; ;2020-07-21;2020-07-21;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Mandatory maximized model
803;00K090000019MNMEA2;00309000003rbNjAAI;00609000002IusZAAS;Champion;00309000003rbNjAAI;00109000005fxWdAAI;Patrick Hammond;Further education lecturer;00609000002IusZAAS;00109000005fxWdAAI;New Business;00509000000V8eLAAS; ; ;2020-09-28;2020-04-20;Lost;Marketing;25335.14;0.0;EUR;Marketing before 2021; ;Operative background intranet
804;00K090000019MNNEA2;00309000003roPFAAY;00609000002IupXAAS;Champion;00309000003roPFAAY;00109000005fvCyAAI;Lisa Glenn;Designer, jewellery;00609000002IupXAAS;00109000005fvCyAAI;New Business;00509000000V8eCAAS; ; ;2020-04-17;2020-04-03;Lost;Marketing;0.0;0.0;USD;Marketing before 2021;Embedded Analytics for Software Companies;Configurable neutral approach
805;00K090000019MNOEA2;00309000003rmhLAAQ;00609000002IuFFAA0;Champion;00309000003rmhLAAQ;00109000005frzvAAA;Amanda Fischer;Visual merchandiser;00609000002IuFFAA0;00109000005frzvAAA;New Business;00509000000V8dwAAC; ; ;2020-05-04;2020-04-03;Lost;Marketing;0.0;0.0;EUR; ; ;Synergized explicit open architecture
806;00K090000019MNPEA2;00309000003rq8lAAA;00609000002IuseAAC;Champion;00309000003rq8lAAA;00109000005fxXIAAY;Sean Baker;Furniture conservator/restorer;00609000002IuseAAC;00109000005fxXIAAY;New Business;00509000000V8f4AAC;2021-01-01;2021-12-31;2020-09-29;2020-05-29;Won;Marketing;9090.92;12153.25;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Expanded optimal migration
807;00K090000019MNQEA2;00309000003rq91AAA;00609000002IusfAAC;Champion;00309000003rq91AAA;00109000005fxXbAAI;Cheryl Bush;Education administrator;00609000002IusfAAC;00109000005fxXbAAI;New Business;00509000000V8eBAAS; ; ;2020-10-21;2020-09-29;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Business-focused leadingedge knowledge user
808;00K090000019MNREA2;00309000003rjoGAAQ;00609000002IurbAAC;Champion;00309000003rjoGAAQ;00109000005fx4iAAA;Jeffrey Rogers;Clinical cytogeneticist;00609000002IurbAAC;00109000005fx4iAAA;New Business;00509000000V8eBAAS; ; ;2020-09-09;2020-04-27;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021;Embedded Analytics for Software Companies;Exclusive fresh-thinking knowledgebase
809;00K090000019MNSEA2;00309000003rsheAAA;00609000002Iut2AAC;Champion;00309000003rsheAAA;00109000005fxiWAAQ;Mitchell Steele;Holiday representative;00609000002Iut2AAC;00109000005fxiWAAQ;New Business;00509000000V8e1AAC; ; ;2020-10-26;2020-04-20;Lost;Marketing;46073.75;0.0;EUR; ; ;Adaptive non-volatile strategy
810;00K090000019MNTEA2;00309000003rlTiAAI;00609000002IufkAAC;Champion;00309000003rlTiAAI;00109000005ftr5AAA;Robert Robertson;Engineer, manufacturing systems;00609000002IufkAAC;00109000005ftr5AAA;New Business;00509000000V8eQAAS; ; ;2020-09-17;2020-04-28;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Function-based holistic open system
811;00K090000019MNUEA2;00309000003rlLRAAY;00609000002Iv4wAAC;Champion;00309000003rlLRAAY;00109000005fsANAAY;Kimberly Maldonado;Herpetologist;00609000002Iv4wAAC;00109000005fsANAAY;New Business;00509000000V8euAAC; ; ;2020-10-31;2020-08-17;Lost;Marketing;0.0;0.0;EUR; ;Embedded Analytics for Software Companies;Proactive 24hour website
812;00K090000019MNVEA2;00309000003rbTiAAI;00609000002IvV1AAK;Champion;00309000003rbTiAAI;00109000005fx1nAAA;Bobby Powers;Optician, dispensing;00609000002IvV1AAK;00109000005fx1nAAA;New Business;00509000000V8fdAAC; ; ;2020-07-01;2020-04-15;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Secured encompassing success
813;00K090000019MNWEA2;00309000003rbU2AAI;00609000002IuR4AAK;Champion;00309000003rbU2AAI;00109000005fsgVAAQ;Michelle Carr;Clinical psychologist;00609000002IuR4AAK;00109000005fsgVAAQ;New Business;00509000000V8euAAC; ; ;2020-11-10;2020-02-26;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM;Embedded Analytics for Software Companies;Multi-tiered multi-tasking infrastructure
814;00K090000019MNXEA2;00309000003rbUDAAY;00609000002IvABAA0;Champion;00309000003rbUDAAY;00109000005fsXbAAI;Patricia Smith DVM;Editor, commissioning;00609000002IvABAA0;00109000005fsXbAAI;New Business;00509000000V8eGAAS; ; ;2021-09-29;2020-06-18;Open;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Stand-alone exuding array
815;00K090000019MNYEA2;00309000003rbUPAAY;00609000002IvV2AAK;Champion;00309000003rbUPAAY;00109000005fx29AAA;Nancy Price;Broadcast journalist;00609000002IvV2AAK;00109000005fx29AAA;New Business;00509000000V8eLAAS; ; ;2020-06-17;2020-06-09;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Profound reciprocal Local Area Network
816;00K090000019MNZEA2;00309000003rbUQAAY;00609000002IvV3AAK;Champion;00309000003rbUQAAY;00109000005fx2AAAQ;Michelle Robinson;Engineer, control and instrumentation;00609000002IvV3AAK;00109000005fx2AAAQ;New Business;00509000000V8fdAAC; ; ;2020-04-20;2020-04-08;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Operative leadingedge time-frame
817;00K090000019MNaEAM;00309000003rjmwAAA;00609000002IurUAAS;Champion;00309000003rjmwAAA;00109000005fx33AAA;Kristen Murphy;Environmental health practitioner;00609000002IurUAAS;00109000005fx33AAA;New Business;00509000000V8eVAAS; ; ;2020-04-30;2020-04-21;Lost;Marketing;0.0;0.0;USD; ;Embedded Analytics for Software Companies;Business-focused zero-defect project
818;00K090000019MNbEAM;00309000003rjnBAAQ;00609000002IurVAAS;Champion;00309000003rjnBAAQ;00109000005fx3HAAQ;Donna Smith;Tree surgeon;00609000002IurVAAS;00109000005fx3HAAQ;New Business;00509000000V8d8AAC;2020-05-11;2021-05-10;2020-05-12;2020-05-13;Won;Marketing;0.0;7952.97;EUR;Marketing before 2021; ;Business-focused clear-thinking encryption
819;00K090000019MNcEAM;00309000003rnwLAAQ;00609000002Iv29AAC;Champion;00309000003rnwLAAQ;00109000005fs1AAAQ;Jon Bradley;Local government officer;00609000002Iv29AAC;00109000005fs1AAAQ;New Business;00509000000V8eQAAS; ; ;2020-07-17;2020-04-22;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Balanced dynamic function
820;00K090000019MNeEAM;00309000003rbUgAAI;00609000002IurWAAS;Champion;00309000003rbUgAAI;00109000005fx3SAAQ;Tina Jimenez;Public affairs consultant;00609000002IurWAAS;00109000005fx3SAAQ;New Business;00509000000V8fsAAC; ; ;2020-05-05;2020-04-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Networked well-modulated middleware
821;00K090000019MNfEAM;00309000003rbUnAAI;00609000002IuZwAAK;Champion;00309000003rbUnAAI;00109000005ftF9AAI;Michael Smith;Publishing rights manager;00609000002IuZwAAK;00109000005ftF9AAI;New Business;00509000000V8g2AAC; ; ;2020-06-22;2020-04-14;Lost;Marketing;0.0;0.0;EUR; ; ;Fundamental 4thgeneration knowledge user
822;00K090000019MNhEAM;00309000003rmf9AAA;00609000002Iv4yAAC;Champion;00309000003rmf9AAA;00109000005fwY2AAI;Jodi Jordan;Administrator, education;00609000002Iv4yAAC;00109000005fsASAAY;New Business;00509000000V8fsAAC; ; ;2020-05-05;2020-04-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Fundamental logistical algorithm
823;00K090000019MNiEAM;00309000003rnx6AAA;00609000002Iv2JAAS;Champion;00309000003rnx6AAA;00109000005fs1CAAQ;Alexis Graham;Psychotherapist, child;00609000002Iv2JAAS;00109000005fs1CAAQ;New Business;00509000000V8eLAAS; ; ;2020-06-09;2020-01-30;Lost;Marketing;23462.14;0.0;EUR; ; ;Right-sized didactic productivity
824;00K090000019MNjEAM;00309000003rkbmAAA;00609000002IuDJAA0;Champion;00309000003rkbmAAA;00109000005frvfAAA;Angela Higgins;Sales professional, IT;00609000002IuDJAA0;00109000005frvfAAA;New Business;00509000000V8fdAAC; ; ;2020-04-21;2020-04-14;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Up-sized composite parallelism
825;00K090000019MNlEAM;00309000003ro6JAAQ;00609000002IumjAAC;Champion;00309000003ro6JAAQ;00109000005funvAAA;Paul York;Production designer, theatre/television/film;00609000002IumjAAC;00109000005funvAAA;New Business;00509000000V8dwAAC; ; ;2000-01-01;2020-04-15;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Visionary client-server projection
826;00K090000019MNmEAM;00309000003rjo9AAA;00609000002IuraAAC;Champion;00309000003rjo9AAA;00109000005fx4eAAA;Amanda Novak;Tourism officer;00609000002IuraAAC;00109000005fx4eAAA;New Business;00509000000V8eVAAS; ; ;2020-05-18;2020-04-15;Lost;Marketing;0.0;0.0;EUR; ;Embedded Analytics for Software Companies;Exclusive full-range algorithm
827;00K090000019MNnEAM;00309000003rba8AAA;00609000002IvCBAA0;Champion;00309000003rba8AAA;00109000005fwxkAAA;Nicole Harris;Hospital doctor;00609000002IvCBAA0;00109000005fshdAAA;Renew;00509000000V8dTAAS;2020-11-20;2022-03-28;2020-11-20;2020-05-19;Won;Marketing;0.0;59050.520000000004;EUR; ; ;Multi-channeled 4thgeneration productivity
828;00K090000019MNoEAM;00309000003rbaTAAQ;00609000002IurcAAC;Champion;00309000003rbaTAAQ;00109000005fx4oAAA;Natasha Hanna;Trading standards officer;00609000002IurcAAC;00109000005fx4oAAA;New Business;00509000000V8dTAAS; ; ;2020-05-04;2020-04-16;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Stand-alone composite project
829;00K090000019MNpEAM;00309000003rbaXAAQ;00609000002IurdAAC;Champion;00309000003rbaXAAQ;00109000005fx4rAAA;Ricky Jacobs;Pharmacologist;00609000002IurdAAC;00109000005fx4rAAA;New Business;00509000000V8eVAAS; ; ;2020-04-22;2020-04-15;Lost;Marketing;0.0;0.0;EUR; ;Embedded Analytics for Software Companies;Optimized grid-enabled application
830;00K090000019MNqEAM;00309000003rbajAAA;00609000002IuGpAAK;Champion;00309000003rbajAAA;00109000005fs3DAAQ;Luis Holmes;Statistician;00609000002IuGpAAK;00109000005fs3DAAQ;New Business;00509000000V8eQAAS; ; ;2020-07-06;2020-05-25;Lost;Sales Generated;0.0;0.0;EUR;Sales Generated Lead - by AE/AM; ;Customizable exuding Graphical User Interface
831;00K090000019MNrEAM;00309000003rbalAAA;00609000002IulVAAS;Champion;00309000003rbalAAA;00109000005fuONAAY;Alec Johnson;Investment banker, corporate;00609000002IulVAAS;00109000005fuONAAY;New Business;00509000000V8eQAAS; ; ;2020-05-26;2020-05-11;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Enhanced secondary orchestration
832;00K090000019MNsEAM;00309000003rbaqAAA;00609000002IuszAAC;Champion;00309000003rbaqAAA;00109000005fzE7AAI;Julia Gaines;Radio broadcast assistant;00609000002IuszAAC;00109000005fxhkAAA;New Business;00509000000V8eQAAS; ; ;2020-07-06;2020-04-28;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Exclusive clear-thinking complexity
833;00K090000019MNtEAM;00309000003ratBAAQ;00609000002IusvAAC;Champion;00309000003ratBAAQ;00109000005fxgHAAQ;James Lowe;Barrister;00609000002IusvAAC;00109000005fxgHAAQ;New Business;00509000000V8fdAAC; ; ;2020-05-20;2020-04-21;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Networked non-volatile Local Area Network
834;00K090000019MNuEAM;00309000003rsfAAAQ;00609000002IuswAAC;Champion;00309000003rsfAAAQ;00109000005fxgnAAA;Justin Smith;Pilot, airline;00609000002IuswAAC;00109000005fxgnAAA;New Business;00509000000V8dTAAS; ; ;2020-07-23;2020-04-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Business-focused neutral middleware
835;00K090000019MNvEAM;00309000003rqzmAAA;00609000002IvJ8AAK;Champion;00309000003rqzmAAA;00109000005g0XgAAI;Ashley Martin;Chief Marketing Officer;00609000002IvJ8AAK;00109000005ftAfAAI;New Business;00509000000V8dTAAS; ; ;2020-05-05;2020-04-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Streamlined 4thgeneration core
836;00K090000019MNwEAM;00309000003rn6YAAQ;00609000002IvEMAA0;Champion;00309000003rn6YAAQ;00109000005fsnFAAQ;Mr. Christopher Ford DVM;Educational psychologist;00609000002IvEMAA0;00109000005fsnFAAQ;New Business;00509000000V8dTAAS; ; ;2020-05-26;2020-04-17;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Quality-focused leadingedge productivity
837;00K090000019MNyEAM;00309000003rk1DAAQ;00609000002Iuv4AAC;Champion;00309000003rk1DAAQ;00109000005fyLOAAY;Christopher Huerta;Occupational hygienist;00609000002Iuv4AAC;00109000005fyLOAAY;New Business;00509000000V8euAAC; ; ;2020-09-12;2020-04-29;Lost;Partner Sourced;0.0;0.0;EUR;Partner Sourced - Alliances; ;Synergistic regional focus group
838;00K090000019MNzEAM;00309000003rshKAAQ;00609000002Iut1AAC;Champion;00309000003rshKAAQ;00109000005fxiAAAQ;James Allen;Garment/textile technologist;00609000002Iut1AAC;00109000005fxiAAAQ;New Business;00509000000V8e1AAC; ; ;2020-09-22;2020-05-28;Lost;Marketing;21973.0;0.0;EUR;Marketing before 2021; ;Persevering multi-state firmware
839;00K090000019MO0EAM;00309000003rssvAAA;00609000002IuwKAAS;Champion;00309000003rssvAAA;00109000005g01pAAA;Andrew Branch;Actuary;00609000002IuwKAAS;00109000005g01pAAA;New Business;00509000000V8dIAAS;2020-06-02;2021-06-01;2020-05-29;2020-06-01;Won;Marketing;0.0;6531.34;EUR;Marketing before 2021; ;Optimized 5thgeneration flexibility
840;00K090000019MO1EAM;00309000003roRFAAY;00609000002IvSMAA0;Champion;00309000003roRFAAY;00109000005fvDMAAY;Jonathan Gardner;Health and safety inspector;00609000002IvSMAA0;00109000005fvDMAAY;Cross sell;00509000000V8XyAAK; ; ;2020-08-25;2020-04-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Centralized fresh-thinking interface
841;00K090000019MO2EAM;00309000003rnO7AAI;00609000002IurHAAS;Champion;00309000003rnO7AAI;00109000005ftY9AAI;Tiffany Love;Advice worker;00609000002IurHAAS;00109000005fwTcAAI;Renew;00509000000WaNTAA0;2021-04-01;2022-03-31;2020-03-30;2020-09-22;Open;Partner Sourced;0.0;43747.28;EUR;Partner Sourced - Alliances; ;Enterprise-wide bi-directional extranet
842;00K090000019MO3EAM;00309000003rshnAAA;00609000002Iut5AAC;Champion;00309000003rshnAAA;00109000005fxiiAAA;Mrs. Shannon Salazar DDS;Trade union research officer;00609000002Iut5AAC;00109000005fxiiAAA;New Business;00509000000V8dTAAS; ; ;2020-05-11;2020-04-20;Lost;Marketing;0.0;0.0;EUR;Marketing before 2021; ;Advanced asynchronous complexity
